carat,cut,color,clarity,depth,table,x,y,z
0.31,Ideal,D,SI2,62,54,4.39,4.35,2.72
0.71,Very Good,H,SI1,60.1,62,5.76,5.71,3.47
1.13,Ideal,D,SI1,61,57,6.74,6.8,4.11
0.52,Ideal,I,SI1,62.3,56,5.18,5.16,3.22
0.52,Ideal,D,VS2,60.3,56,5.27,5.28,3.18
1.02,Premium,E,SI2,59.6,60,6.6,6.57,3.92
1.01,Good,E,VVS2,63.9,55,6.38,6.34,4.06
0.58,Good,G,VS2,58.3,60,5.52,5.18,3.21
1.2,Very Good,E,VS2,60.6,59,6.86,6.91,4.17
2.22,Good,I,VS2,60.2,64,8.4,8.35,5.1
2.2,Premium,E,SI2,61.5,58,8.41,8.38,5.18
0.31,Very Good,H,SI1,61.1,62,4.31,4.34,2.66
1.13,Very Good,G,SI2,60.3,59,6.71,6.79,4.08
1.06,Premium,I,SI2,59.8,61,6.63,6.57,3.97
0.57,Premium,E,SI1,62.2,56,5.33,5.27,3.31
0.85,Very Good,E,SI1,61.5,57,6.03,5.95,3.77
0.33,Premium,J,VS2,60.7,61,4.41,4.45,2.68
0.9,Good,G,SI2,62.7,58,6.01,6.09,3.79
0.78,Ideal,J,VS2,61.2,56,5.99,6.05,3.64
1.07,Very Good,G,SI2,61,63,6.61,6.69,4.01
0.38,Very Good,F,VS1,62.1,56,4.57,4.62,2.87
0.38,Ideal,H,IF,58.9,59,4.71,4.71,2.78
0.59,Ideal,F,SI2,60.2,56,5.46,5.5,3.27
1.05,Ideal,G,VS2,62.8,56,6.43,6.48,4.11
0.96,Ideal,G,VVS2,62.8,53.9,6.27,6.24,3.94
0.31,Ideal,G,VVS2,60.8,54,4.41,4.43,2.68
0.26,Ideal,H,VS2,61.3,55,4.09,4.14,2.52
0.25,Very Good,F,VS1,62.1,58,4.03,4.04,2.52
1.46,Ideal,J,SI1,61.1,58,7.16,7.18,4.38
0.53,Ideal,H,VS1,61.7,54,5.18,5.22,3.24
0.74,Premium,F,SI1,61.1,60,5.82,5.78,3.57
0.35,Very Good,H,VVS2,63.1,55,4.45,4.51,2.8
1.7,Very Good,I,VS2,60.6,56,7.64,7.72,4.66
0.51,Ideal,F,VS2,61.9,57,5.09,5.13,3.17
0.28,Very Good,E,VS2,63,58,4.12,4.15,2.6
1.62,Ideal,I,VS2,61.5,56,7.58,7.53,4.64
0.52,Ideal,E,VS2,61.8,55,5.17,5.22,3.21
0.34,Ideal,D,SI1,62,55,4.49,4.51,2.79
1.32,Premium,I,VS1,62.3,59,7,7.04,4.35
0.27,Very Good,G,VVS2,62,57,4.14,4.18,2.58
0.37,Very Good,E,SI2,63,56,4.51,4.54,2.87
0.31,Ideal,G,IF,61.9,55,4.36,4.39,2.72
0.33,Ideal,G,VS1,62.1,56,4.45,4.48,2.76
1.01,Fair,H,VS1,64.6,57,6.3,6.24,4.05
0.32,Very Good,F,VS2,58.8,62,4.45,4.4,2.58
1.01,Very Good,E,VS2,62.7,55,6.34,6.4,3.99
0.32,Very Good,F,VS2,62.8,58,4.33,4.37,2.72
0.71,Ideal,E,SI1,62.9,57,5.65,5.69,3.57
0.3,Premium,I,VVS1,61.1,59,4.3,4.35,2.64
0.43,Ideal,D,SI1,62.6,56,4.82,4.84,3.01
0.55,Ideal,G,SI1,61.7,57,5.23,5.28,3.25
1.71,Premium,H,SI2,61.6,59,7.65,7.7,4.69
0.39,Good,F,VS2,63.4,53,4.62,4.6,2.93
0.3,Ideal,F,IF,62.6,55,4.34,4.35,2.71
1.7,Ideal,H,SI2,61.2,56,7.69,7.65,4.69
0.3,Ideal,E,VVS1,61.4,56,4.33,4.35,2.66
0.41,Premium,G,VS1,60,59,4.84,4.81,2.9
0.32,Premium,H,SI1,60.9,60,4.43,4.44,2.68
0.28,Ideal,E,VVS2,60.6,60,4.21,4.22,2.57
0.92,Fair,F,SI1,66,58,6.04,6,3.99
0.8,Ideal,G,SI2,61.6,56,5.98,5.96,3.69
0.36,Ideal,G,VVS1,60.9,55,4.62,4.59,2.81
0.41,Ideal,G,VVS1,62.4,53,4.79,4.82,2.99
1.64,Ideal,E,SI1,62.7,56,7.45,7.58,4.7
1.51,Good,I,SI1,62.5,59,7.2,7.13,4.53
0.41,Ideal,G,IF,62.3,55,4.77,4.81,2.96
0.31,Good,G,VS2,63.5,56,4.28,4.32,2.71
0.9,Very Good,I,SI1,60.5,58,6.19,6.22,3.79
0.32,Ideal,F,IF,61.2,57,4.43,4.45,2.71
0.57,Ideal,E,SI1,61.8,56,5.35,5.34,3.3
0.51,Fair,F,VS1,57,59,5.38,5.31,3.06
1.62,Ideal,I,VS2,61.7,55,7.58,7.53,4.63
1.02,Fair,F,SI1,65.1,57,6.33,6.29,4.08
1.22,Premium,F,VS2,61.1,60,6.95,6.89,4.19
1.01,Good,I,SI1,57.1,62,6.65,6.56,3.81
0.81,Very Good,G,SI2,63,56,5.87,5.84,3.7
0.56,Premium,F,VS2,59.5,57,5.36,5.31,3.22
0.34,Ideal,F,SI2,60.1,57,4.57,4.58,2.73
0.8,Good,G,VVS2,63.3,59,5.88,5.81,3.72
1.19,Ideal,G,VVS2,60.9,56,6.86,6.91,4.19
1.01,Premium,G,SI2,61.3,58,6.4,6.43,3.91
0.34,Very Good,G,SI2,62.5,59,4.45,4.49,2.78
0.4,Premium,E,SI2,62.9,58,4.71,4.66,2.96
0.38,Good,F,VS2,63.4,56,4.54,4.62,2.91
0.38,Ideal,E,I1,61.1,56,4.7,4.72,2.83
0.44,Premium,H,VS2,60.9,59,4.88,4.9,3
0.83,Very Good,E,SI2,63.2,55,6,5.95,3.78
1.01,Good,F,SI2,64,57,6.36,6.28,4.04
0.47,Ideal,D,VS1,61.6,56,5,5.04,3.09
0.51,Ideal,E,SI1,61.5,55,5.16,5.12,3.19
1.52,Premium,E,SI2,60.6,59,7.44,7.38,4.53
1.01,Ideal,J,VS2,61.3,56,6.48,6.51,3.97
0.52,Ideal,F,VVS1,62,55,5.15,5.19,3.21
0.5,Ideal,H,SI1,61.9,55,5.1,5.14,3.18
0.54,Ideal,G,VVS2,61.4,56,5.29,5.29,3.23
0.51,Premium,E,VS2,61.7,58,5.14,5.12,3.16
0.3,Ideal,H,VVS1,61.1,56,4.3,4.34,2.66
0.33,Premium,E,VS1,59.9,58,4.55,4.51,2.72
0.5,Very Good,G,SI1,62.8,60,5.03,5.08,3.17
1.35,Good,H,SI2,56.8,62,7.32,7.43,4.27
0.5,Ideal,F,VS1,61,57,5.13,5.14,3.13
0.39,Very Good,J,VS2,61.7,60,4.67,4.69,2.88
0.9,Very Good,G,SI2,59.9,63,6.32,6.24,3.81
0.3,Ideal,H,VS2,60.9,57,4.33,4.36,2.65
0.7,Very Good,H,VS2,63.6,56,5.55,5.64,3.56
0.4,Ideal,D,VS2,61.9,58,4.75,4.8,2.95
1.01,Very Good,E,SI1,62.7,55,6.38,6.3,4.01
0.4,Ideal,H,VVS2,62.4,57,4.68,4.71,2.92
0.32,Ideal,I,VS1,62.4,55,4.39,4.42,2.73
0.33,Very Good,E,VS1,59.8,59,4.48,4.53,2.69
0.91,Premium,G,VS1,59.2,57,6.3,6.23,3.71
0.51,Ideal,G,VVS2,62.9,55,5.14,5.07,3.21
1.25,Ideal,I,SI2,61.6,56,6.98,6.92,4.28
0.43,Premium,I,IF,61.6,59,4.81,4.85,2.97
0.62,Premium,I,VVS2,58.2,60,5.59,5.57,3.26
0.53,Ideal,F,VS1,60.4,57,5.25,5.21,3.18
0.42,Very Good,H,VVS1,60.2,60,4.78,5.11,2.91
0.31,Very Good,E,SI2,61.8,56,4.37,4.4,2.71
0.31,Very Good,E,SI1,60.2,62,4.32,4.35,2.63
1.05,Ideal,G,SI2,60.9,57,6.6,6.56,4.02
1.54,Premium,H,SI1,60.7,60,7.39,7.44,4.53
1.26,Ideal,I,VS2,61.7,59,6.97,6.94,4.3
0.67,Ideal,G,IF,61.3,58,5.72,5.75,3.46
0.34,Ideal,G,IF,61.9,54,4.46,4.52,2.77
0.25,Ideal,I,VVS1,62,56,4.02,4.03,2.51
0.34,Good,I,VS2,63.1,56,4.46,4.47,2.83
0.51,Ideal,D,VVS2,61.3,56,5.14,5.12,3.15
0.31,Ideal,E,VS2,61.6,56,4.35,4.36,2.69
1.01,Premium,I,SI2,62.6,56,6.39,6.44,3.99
0.26,Very Good,F,VVS2,63.2,54,4.09,4.08,2.57
1.12,Very Good,H,SI1,63.1,58,6.63,6.53,4.17
1.5,Premium,D,SI1,61.8,61,7.33,7.22,4.53
0.5,Very Good,F,SI2,62.9,61,5.02,5.04,3.17
0.37,Ideal,I,IF,62,54,4.62,4.64,2.85
0.72,Very Good,I,VS1,60.7,56,5.82,5.85,3.52
1.5,Very Good,G,SI2,63.1,54,7.31,7.22,4.6
1.25,Premium,H,SI1,60.1,58,7.07,6.99,4.22
0.46,Good,I,VS2,63.7,60,4.81,4.86,3.1
0.3,Very Good,I,IF,62.7,56,4.27,4.3,2.68
0.72,Premium,G,SI2,60.3,59,5.82,5.77,3.53
0.5,Good,E,VS2,59.8,57,5.13,5.19,3.07
1.18,Ideal,H,SI2,60.9,56,6.84,6.86,4.19
0.3,Very Good,H,SI1,61.2,58,4.28,4.34,2.63
0.7,Ideal,E,VS2,62.5,56,5.66,5.69,3.54
0.52,Premium,G,VS1,61.1,59,5.15,5.21,3.16
0.31,Very Good,F,VS2,58.8,59,4.41,4.41,2.6
0.58,Ideal,H,SI2,61.9,54,5.42,5.42,3.34
0.3,Very Good,D,VS2,62.4,56,4.26,4.3,2.66
1.02,Premium,F,VVS2,62.9,59,6.46,6.44,4.05
0.5,Very Good,F,SI1,63.1,61,5.01,5.05,3.17
0.96,Fair,I,I1,67,60,6.27,6.21,4.15
0.52,Very Good,I,SI1,61.4,57,5.2,5.19,3.18
0.38,Very Good,G,VS2,59.2,63,4.72,4.76,2.81
0.71,Premium,F,VS2,62.4,59,5.71,5.64,3.53
0.46,Ideal,E,VVS2,62.2,54,4.94,4.96,3.09
0.71,Ideal,D,VS1,61.3,57,5.75,5.77,3.53
2.01,Good,I,SI1,59.4,62,8.25,8.31,4.86
1.5,Good,H,SI1,60.8,62,7.33,7.36,4.46
0.73,Ideal,G,SI1,61.9,56,5.78,5.81,3.59
0.32,Fair,G,VS2,54.2,64,4.54,4.51,2.65
1.74,Good,G,VS1,63.4,57,7.65,7.53,4.84
1.54,Very Good,G,SI1,61,58,7.49,7.44,4.53
0.76,Very Good,E,SI1,60.9,59,5.91,5.89,3.6
0.59,Ideal,J,VS2,60.8,57,5.45,5.49,3.31
1.39,Very Good,F,SI1,62.6,58,7.13,7.2,4.46
0.3,Ideal,J,VS2,62.3,56,4.29,4.33,2.68
0.4,Good,E,SI2,63.5,57,4.65,4.69,2.97
1.13,Ideal,G,VS1,62.5,54,6.66,6.66,4.16
1.04,Premium,E,VS2,62.5,55,6.49,6.45,4.07
1.01,Good,F,SI1,57.8,62,6.47,6.51,3.77
2.08,Premium,H,SI2,62.8,62,8.13,8,5.06
0.95,Good,I,SI2,63.8,60,6.17,6.34,3.94
0.7,Good,J,VVS1,61.6,63,5.68,5.72,3.46
0.36,Premium,D,SI1,59.6,59,4.58,4.64,2.76
1.33,Ideal,G,VVS2,61.5,56,7.02,7,4.34
0.9,Very Good,H,SI2,63.4,59,6.08,6.03,3.83
0.56,Ideal,D,VS1,61.7,55,5.34,5.3,3.29
2.09,Premium,H,I1,60.9,61,8.28,8.24,5
0.32,Very Good,H,VS1,62.9,59,4.32,4.28,2.73
1.02,Very Good,D,SI2,61.3,61,6.48,6.51,3.98
0.3,Premium,I,VS1,62.9,59,4.3,4.25,2.69
0.28,Very Good,F,VVS2,60.2,58,4.24,4.27,2.55
1.5,Premium,E,VS2,62.3,58,7.31,7.3,4.55
0.41,Ideal,E,SI1,61.8,57,4.78,4.8,2.95
0.25,Ideal,F,VS2,62.1,57,4.03,4.04,2.51
0.52,Ideal,F,VVS1,61.2,57,5.17,5.18,3.16
0.31,Premium,D,VS1,59.6,58,4.45,4.42,2.63
2.02,Premium,H,SI2,61.5,59,8.08,8.03,4.94
0.92,Ideal,E,SI2,62.1,53,6.26,6.31,3.86
1.52,Ideal,F,VS2,62.3,55,7.37,7.34,4.6
0.33,Ideal,F,VS2,62.6,54,4.43,4.46,2.79
0.53,Ideal,E,VS2,60.9,57,5.27,5.29,3.21
0.7,Ideal,F,VS2,62.3,54,5.67,5.75,3.55
0.74,Ideal,H,IF,62.2,54,5.8,5.85,3.61
1.01,Very Good,I,SI1,63.5,56,6.32,6.36,4.01
2.61,Good,D,SI2,64.1,58,8.71,8.6,5.58
1.07,Very Good,F,SI2,60,61,6.67,6.73,3.98
0.53,Very Good,E,SI2,60.5,59.4,5.3,5.33,3.2
2.33,Very Good,H,SI2,60.7,63,8.55,8.49,5.24
1.01,Premium,I,SI1,62.8,58,6.41,6.36,3.99
0.7,Premium,E,VS1,60.8,62,5.72,5.68,3.46
0.34,Very Good,G,VVS2,61.2,58,4.5,4.52,2.74
0.51,Ideal,G,VVS2,61.8,56,5.11,5.15,3.17
0.81,Ideal,D,SI1,61.7,57,6,6.06,3.7
1.5,Good,E,SI2,63.7,56,7.19,7.2,4.58
1.02,Fair,G,SI1,64.5,56,6.33,6.25,4.05
1.5,Good,D,I1,61.1,56,7.15,7.26,4.38
0.26,Ideal,H,VS2,61.7,56,4.09,4.12,2.53
0.5,Ideal,I,VS1,61.9,55,5.1,5.14,3.18
1.56,Premium,I,VS1,61.1,61,7.39,7.46,4.54
0.4,Ideal,F,VVS1,61.9,54,4.75,4.77,2.95
0.4,Very Good,F,VS1,61.8,56,4.77,4.81,2.95
0.41,Premium,F,VS1,62.4,59,4.75,4.72,2.97
0.44,Ideal,F,IF,62.1,55,4.9,4.94,3.03
0.31,Premium,F,VS2,62.3,59,4.3,4.34,2.69
0.3,Ideal,D,VS2,60.8,57,4.32,4.3,2.64
1.01,Premium,G,VS2,62.6,56,6.46,6.36,4.01
0.41,Ideal,H,VS1,61.6,55,4.77,4.79,2.95
2.5,Ideal,I,SI2,64,61,8.57,8.53,5.4
1.23,Ideal,H,VS2,62.2,56,6.82,6.86,4.26
1.53,Ideal,I,SI2,62.4,58,7.29,7.32,4.59
0.73,Premium,E,SI2,60.8,59,5.84,5.78,3.53
1.04,Premium,F,SI1,62.8,59,6.43,6.47,4.02
0.3,Very Good,E,VVS2,61.1,58,4.32,4.34,2.64
0.38,Ideal,F,VS1,62.5,57,4.62,4.65,2.91
0.31,Premium,G,VS2,61.5,59,4.32,4.3,2.67
0.71,Ideal,F,VS1,61.5,57,5.7,5.79,3.52
0.32,Ideal,D,SI1,61.5,56,4.4,4.4,2.72
0.91,Good,H,SI2,64.1,58,6.1,6.11,3.88
0.5,Ideal,G,VS1,62.3,55,5.11,5.14,3.18
0.3,Very Good,E,VS1,63.8,55,4.25,4.22,2.72
0.31,Premium,G,VS2,61.7,58,4.34,4.38,2.67
0.32,Ideal,F,VVS1,62.3,55,4.4,4.41,2.73
0.42,Good,F,SI1,63.6,56,4.75,4.72,3.04
0.53,Premium,H,VS1,60.5,59,5.29,5.31,3.17
0.7,Ideal,D,SI1,61.8,58,5.71,5.66,3.53
0.31,Ideal,H,IF,61.4,55,4.37,4.34,2.7
1.71,Ideal,I,VVS2,61.6,57,7.65,7.72,4.72
0.54,Ideal,E,VS2,61.3,57,5.23,5.28,3.22
0.26,Ideal,G,VVS1,61.4,57,4.12,4.13,2.53
1.04,Premium,E,VVS1,61.2,62,6.53,6.46,3.99
0.51,Very Good,F,VS2,63.1,54,5.06,5.1,3.22
0.32,Premium,H,SI1,61.8,59,4.37,4.39,2.7
2.04,Premium,H,SI1,63,60,8.08,7.98,5.03
0.92,Ideal,G,SI1,61.5,55,6.21,6.24,3.85
1.25,Ideal,F,VVS1,61.3,57,6.95,6.99,4.25
0.31,Premium,G,VS1,62.1,58,4.35,4.32,2.69
0.34,Ideal,F,SI1,61.1,56,4.5,4.53,2.76
0.56,Ideal,D,VS2,61.2,54,5.33,5.35,3.28
0.4,Premium,E,VS1,61.8,56,4.78,4.74,2.94
1.21,Ideal,G,SI2,62.9,55,6.74,6.75,4.25
0.3,Good,H,SI1,63.4,57,4.24,4.27,2.69
0.31,Ideal,E,VS1,61.8,56,4.36,4.33,2.69
1.01,Very Good,D,SI1,62.9,58,6.34,6.39,4.02
0.5,Very Good,E,VS1,62.7,56,4.98,5.06,3.18
0.25,Very Good,E,VVS2,61.1,55,4.12,4.09,2.5
1,Very Good,E,SI1,61.7,61,6.37,6.41,3.96
0.3,Ideal,F,IF,61.8,58,4.28,4.32,2.65
0.5,Premium,E,VS2,61.8,59,5.15,5.09,3.14
1.01,Very Good,G,VS2,61.9,59,6.36,6.43,3.95
0.55,Premium,E,SI1,61.4,60,5.23,5.18,3.22
0.36,Ideal,J,VS1,62.6,56,4.53,4.58,2.85
0.53,Ideal,E,VS2,62.1,57,5.18,5.17,3.22
0.6,Ideal,H,VS2,61.7,55,5.41,5.44,3.37
0.24,Very Good,G,VS2,60.1,61,4.04,4.07,2.44
0.31,Premium,G,SI1,61.5,56,4.39,4.42,2.7
1,Very Good,E,SI2,63,60,6.35,6.38,4.01
0.92,Very Good,E,SI1,62.1,54,6.13,6.17,3.87
0.3,Good,H,SI1,63.3,54,4.29,4.26,2.73
0.46,Very Good,E,VS2,59.8,62,5.08,5.14,3.04
0.34,Ideal,H,VS2,61.7,56,4.47,4.46,2.76
1.5,Ideal,H,VS2,61.4,57,7.34,7.31,4.5
1.22,Premium,G,IF,59.1,59,7,6.91,4.13
0.7,Ideal,E,VS2,61.1,57,5.73,5.75,3.51
1.51,Ideal,G,SI2,62,57,7.34,7.36,4.54
0.57,Ideal,D,VS1,61.5,57,5.35,5.33,3.29
0.3,Ideal,E,IF,62,58,4.25,4.31,2.65
1.31,Ideal,H,SI2,62.7,57,6.96,6.93,4.38
0.9,Very Good,D,SI1,62.4,61,6.15,6.1,3.85
0.24,Very Good,F,VVS2,62.3,58,3.94,4,2.46
1.13,Premium,F,SI2,59.8,61,6.8,6.74,4.05
0.37,Premium,F,VS2,61.2,59,4.63,4.58,2.85
1.12,Ideal,G,VVS2,62,55,6.67,6.64,4.13
0.61,Ideal,D,VVS1,62.1,56,5.43,5.48,3.38
2.04,Premium,H,SI1,60.7,58,8.18,8.24,4.97
1.21,Very Good,F,SI2,61.5,60,6.85,6.92,4.22
0.51,Premium,E,VS2,63,59,5.1,5.04,3.17
1.56,Ideal,H,SI2,62.8,55,7.38,7.42,4.64
0.71,Ideal,G,SI1,62.1,55,5.7,5.82,3.55
1.54,Premium,G,SI2,61.6,61,7.44,7.38,4.58
0.9,Good,G,SI1,63.8,59,6.07,6.09,3.87
1.2,Ideal,H,SI1,61.7,56.4,6.85,6.79,4.21
0.3,Ideal,G,VS1,61.9,56,4.28,4.31,2.65
1.05,Ideal,H,VS1,61.8,55,6.51,6.56,4.05
0.7,Ideal,D,VS2,61,57,5.76,5.73,3.52
0.58,Ideal,D,SI2,61.2,57,5.36,5.38,3.29
0.3,Premium,G,SI1,58.8,60,4.39,4.35,2.58
0.51,Premium,G,SI2,58.6,60,5.3,5.25,3.1
0.37,Ideal,D,VS2,60.3,55,4.66,4.7,2.83
0.23,Very Good,H,VVS2,61,56,3.97,4.03,2.44
1.04,Ideal,J,SI1,62.8,56,6.48,6.42,4.07
1.21,Premium,I,VS2,62.2,58,6.78,6.88,4.2
1.06,Ideal,G,VS2,60.5,57,6.61,6.65,3.97
0.25,Very Good,E,VVS2,62,56,4.07,4.09,2.52
1.04,Ideal,F,SI2,61.8,56,6.45,6.48,4.02
0.31,Ideal,G,VS1,62.1,55,4.33,4.3,2.7
0.76,Good,E,VS2,57.5,60.1,6.03,6.03,3.5
0.73,Very Good,D,SI1,61.5,59,5.71,5.79,3.53
0.34,Ideal,E,VS1,62.2,56,4.48,4.51,2.78
0.7,Premium,E,VS2,62.2,61,5.63,5.6,3.51
1,Premium,E,VS2,60,59,6.42,6.43,3.86
1.57,Very Good,J,SI2,63,60,7.39,7.41,4.69
1.01,Good,D,VVS2,57.6,59.8,6.63,6.67,3.82
0.93,Good,J,VS1,58.1,61,6.5,6.55,3.75
1.13,Very Good,J,SI2,62,55,6.67,6.65,4.15
0.59,Premium,F,SI2,61.4,60,5.32,5.28,3.3
0.31,Premium,E,VS1,61,58,4.36,4.34,2.67
0.52,Premium,I,VS2,61.5,52,5.16,5.15,3.2
0.5,Ideal,E,SI1,62.2,56,5.08,5.09,3.15
2.01,Premium,I,VS1,61.2,57,8.08,8.12,4.94
0.28,Very Good,D,VVS1,62.2,58,4.21,4.29,2.61
1,Very Good,G,VS2,61.5,63,6.36,6.3,3.95
0.3,Good,G,VS1,63.3,59,4.23,4.25,2.68
1.04,Very Good,D,SI2,60.1,57,6.56,6.6,3.97
0.73,Good,F,VVS2,59.5,61,5.87,5.95,3.45
0.33,Ideal,F,IF,61.3,57,4.47,4.45,2.74
0.27,Premium,D,VVS2,61.7,58,4.14,4.18,2.58
1.29,Ideal,J,VS1,62.2,55,7.06,6.98,4.35
2.27,Ideal,J,SI2,62.7,57,8.44,8.41,5.26
1.08,Premium,D,VS2,61.8,61,6.55,6.45,4.05
0.3,Premium,J,VS2,60.6,59,4.36,4.35,2.64
0.41,Ideal,F,VVS2,61.9,56,4.8,4.75,2.96
0.31,Ideal,E,VVS2,62,54,4.36,4.41,2.71
0.33,Premium,F,VS2,62.1,59,4.42,4.38,2.75
1.25,Very Good,J,VS1,61.8,58,6.88,6.94,4.25
0.53,Very Good,D,SI1,63.4,58,5.17,5.1,3.26
1.47,Premium,H,VS2,61.8,57,7.39,7.37,4.53
0.32,Very Good,H,SI1,63.2,56,4.36,4.34,2.78
1.01,Ideal,G,VS2,62.1,57,6.41,6.46,3.99
0.5,Ideal,F,SI1,60.1,63,5.18,5.25,3.05
1.07,Fair,E,SI2,64.7,57,6.41,6.3,4.1
0.3,Premium,G,VS1,62.8,59,4.3,4.28,2.68
0.9,Good,F,SI1,57.5,62,6.29,6.38,3.69
0.5,Very Good,F,SI1,61.2,61,5.07,5.1,3.11
0.4,Ideal,F,VS1,61.3,56,4.73,4.7,2.92
0.96,Fair,I,VS1,64,66,6.27,6.15,4.02
0.31,Ideal,E,SI2,60.1,57,4.44,4.43,2.68
0.54,Ideal,D,VS2,61.5,56,5.22,5.24,3.22
0.33,Ideal,D,VS2,62.8,54,4.46,4.45,2.79
2,Good,G,SI2,63,58,7.97,7.91,5.04
0.89,Premium,F,SI2,62.7,62,6.08,6.05,3.83
1.09,Ideal,F,VS2,61.2,57,6.59,6.65,4.05
0.38,Premium,I,VS2,60.2,58,4.69,4.67,2.85
0.9,Very Good,D,VS1,63.4,56,6.16,6.06,3.9
0.53,Ideal,H,VS2,62.3,54,5.18,5.2,3.24
0.72,Ideal,E,SI1,61,56,5.92,5.82,3.55
1.02,Good,D,SI1,64.3,60,6.34,6.26,4.06
1.07,Ideal,F,SI1,61.9,57,6.66,6.7,4.06
0.3,Premium,G,VS2,61.6,60,4.31,4.34,2.64
1.01,Premium,G,VS1,59.8,60,6.53,6.48,3.89
0.4,Ideal,F,VVS2,60.1,58,4.81,4.83,2.88
1.61,Ideal,F,SI1,62.7,56,7.44,7.51,4.68
1.53,Premium,G,VS1,58.4,59,7.62,7.57,4.39
1.02,Ideal,E,SI2,62.1,55,6.49,6.4,3.99
1.43,Premium,G,VS1,60.8,62,7.42,7.31,4.4
2.01,Premium,I,VS2,60.5,60,8.17,8.13,4.94
0.9,Very Good,E,SI1,62.1,59,6.13,6.18,3.83
0.95,Very Good,G,SI1,61.5,59,6.31,6.28,3.88
1.52,Good,H,VS1,61.7,60.8,7.35,7.44,4.51
0.23,Premium,G,VS1,58.1,60,4.04,3.98,2.35
1.01,Good,H,SI2,63.2,57,6.4,6.31,4.02
0.72,Ideal,F,VS2,61.9,55,5.72,5.77,3.57
1.2,Ideal,G,VVS2,61.2,57,6.85,6.84,4.19
0.41,Good,D,SI1,63.8,55,4.72,4.69,3.01
1.03,Ideal,H,SI1,62,57,6.46,6.44,4
1.16,Ideal,G,SI2,60.5,56,6.78,6.84,4.13
1.51,Premium,G,SI1,62.7,58,7.31,7.26,4.55
0.5,Very Good,F,VS2,61.4,61,5.08,5.11,3.14
1.07,Ideal,E,SI2,62.4,57,6.59,6.56,4.1
0.31,Ideal,E,VVS1,61.7,56,4.37,4.39,2.69
0.31,Ideal,E,VS2,62.4,54,4.35,4.29,2.7
1.38,Premium,G,SI2,59.2,62,7.38,7.26,4.33
0.9,Good,E,SI1,64.3,62,5.95,5.99,3.88
1.21,Very Good,I,SI2,62,58,6.74,6.87,4.21
0.33,Very Good,G,SI2,62.9,56,4.41,4.43,2.78
1.2,Premium,G,VS2,62.1,61,6.8,6.71,4.2
0.31,Very Good,E,VS2,61.7,61,4.31,4.3,2.68
0.35,Ideal,D,SI1,62.7,55,4.49,4.52,2.83
0.36,Premium,E,VS2,61.8,58,4.6,4.57,2.82
0.76,Very Good,E,IF,60.2,56,5.94,5.96,3.59
1.55,Ideal,I,SI1,61.8,56,7.39,7.44,4.58
0.3,Ideal,F,SI1,62.3,54.2,4.33,4.36,2.71
0.73,Fair,D,SI2,66.1,60,5.51,5.49,3.64
1.07,Ideal,G,SI1,61.8,56,6.54,6.57,4.05
1.25,Premium,J,SI1,61.8,56,6.87,6.84,4.24
0.73,Ideal,I,VS2,61.5,56,5.82,5.77,3.57
0.34,Good,E,SI1,63.4,55,4.44,4.47,2.82
1.01,Premium,G,VS1,62.6,59,6.44,6.41,4.02
1.73,Ideal,H,SI1,61.9,55,7.72,7.75,4.79
0.7,Premium,E,VS2,62.3,61,5.64,5.59,3.5
0.8,Good,G,VS1,63.3,59,5.85,5.88,3.7
1.19,Premium,E,VS1,60.8,58,6.98,6.84,4.18
0.36,Very Good,E,VS1,58.1,60,4.6,4.64,2.76
1.5,Very Good,D,SI1,61,60,7.36,7.41,4.45
0.6,Premium,G,SI1,62.4,57,5.4,5.37,3.34
0.35,Ideal,D,SI2,61.7,57,4.53,4.53,2.8
1.5,Premium,H,VS2,61.6,58,7.38,7.4,4.55
0.77,Ideal,I,VVS2,62.3,56,5.84,5.91,3.64
0.4,Ideal,G,VS1,62.2,56,4.73,4.64,2.93
0.61,Premium,H,IF,62.5,58,5.35,5.32,3.34
1.13,Ideal,E,SI2,62.6,55,6.72,6.67,4.18
1.01,Premium,F,VS2,63,59,6.48,6.39,4.04
1.04,Premium,D,SI1,61.8,57,6.54,6.51,4
0.85,Ideal,G,SI1,62.2,55,6.07,6.09,3.78
1.26,Premium,F,VS1,62.8,56,6.89,6.85,4.33
0.3,Very Good,D,VS2,62.4,56,4.24,4.26,2.65
0.51,Premium,E,SI2,60.7,57,5.15,5.1,3.15
0.71,Ideal,H,VVS1,61.1,56,5.74,5.77,3.53
2.36,Good,J,VS1,62.4,62,8.53,8.48,5.33
0.33,Premium,H,VS1,61.9,55,4.42,4.45,2.74
0.26,Very Good,F,VVS2,62,58,4.06,4.1,2.54
0.97,Ideal,F,I1,61.5,57,6.4,6.33,3.95
0.81,Good,D,SI1,62.7,57,5.84,5.89,3.69
0.71,Very Good,E,VS1,62.1,56,5.67,5.7,3.5
0.46,Ideal,G,IF,62.1,56,4.96,4.93,3.08
0.41,Very Good,G,VS1,60.5,58,4.77,4.81,2.9
0.32,Premium,G,VS2,61.9,59,4.4,4.34,2.71
1.18,Very Good,E,I1,59.9,61,6.84,6.82,4.1
0.9,Premium,E,IF,62.6,58,6.16,6.24,3.83
0.71,Ideal,G,VS1,62.3,56,5.66,5.7,3.55
0.25,Very Good,D,VS1,60,58,4.07,4.1,2.46
0.41,Ideal,G,VVS1,60.8,56,4.84,4.8,2.93
